N	S	Text	Imperative
38	М2	Всё, давай! Ты где там?	
38	М1	Ну, блядь, я где-нить встречу на это.	
38	М2	Всё.	
38	М1	Где этот…	
38	М2	Всё.	
38	М1	…(«Строительный двор»).	
38	М2	Всё, понял. Давай!	
39	М1	Алё!	
39	М2	Ты где?	
39	М1	Вот («Строительный двор»), сказал же.	
39	М2	Там, на площадке?	
39	М1	Ну.	
39	М2	(Говорит в сторону) К («Строительному двору») поверни.	говорит, поверни
39	М?	(нрзб.)	
39	М2	(Обращается к диктору «М1») К заправке газпромовской подъезжай, мы щас заправимся.	обращается, подъезжай, заправимся
39	М1	К какой заправке?	
39	М2	(«Газпром»)	
39	М?	Вон они едут.	едут
39	М1	Да вот вы едете. Я вот, блядь, стою моргаю вам.	едете. стою, моргаю
39	М?	На («Газпром») поворачивают.	поворачивают
39	М2	Вижу. У нас бензина мало. Щас заедем, заправимся.	вижу. заедем, заправимся
39	М1	Давай!	
39	М2	Давай!	
40	М1	Алё!	
40	М2	О-о, великий (Славик), здорово!	
40	М1	Привет, привет! С-слушай, ты это…	с-слушай
40	М2	А?	
40	М1	…там на-, на (Пермь) одно положил ещё.	
40	М2	Чё на (Пермь)?	
40	М1	Ещё одно положил.	
40	М2	Куда?	
40	М1	А там, где утиль.	
40	М2	Ага. Ладно, (Славик).	
40	М1	Ты чё, не будешь там сёдня?	не, будешь
40	М2	Понял. А, это, это-то чё, с этим-то, с которым привезли, там-то чё как? За долг или чё?	
40	М1	Ну ты вот эти оба, чё там, посчитай, потом ф-, щас.	посчитай
40	М2	Ну там, (Славян), колесо такое, блядь, ебаное, честное говоря. Ну, рублей шесть за него.	говоря
40	М1	Ну, там (Артур) должен, я должен. Ты скажи, короче, скока у нас там получается.	скажи, получается
40	М2	Да я те говорю, шесть, шесть рублей. Я говорю, вот за колесо шесть рублей. 	говорю. говорю
40	М1	Ну ладно. Вот эти шесть вычитай.	вычитай
40	М2	Вот щас ар-, (Артур) четыре. Ну, (Артур) четыре должен.	
40	М1	Я три.	три
40	М2	Ну.	
40	М1	Ну-у, тогда (Артур) ещё косарь, я уже не должен, правильно?	
40	М2	Да, ты ни хуя не должен.	
40	М1	Ага. Ну и вот это ещё, чё там.	
40	М2	Угу. Там чё будет, бочка?	будет
40	М1	Ну.	
40	М2	Там (нрзб.).	
40	М1	Не будешь там-то?	не, будешь
40	М2	Ну я посмотрю, да, я приеду посмотрю. 	посмотрю, приеду, посмотрю
40	М1	Ну там («Кордиант») вроде. Ну приедешь, посмотришь. Она там под покрышками, я в самый низ положил. 	приедешь, посмотришь
40	М2	Угу. Ладно, (Славян)!	
40	М1	Ладно, тогда попозже наберу.	наберу
40	М2	Угу. Давай!	
40	М1	Или ты набирай.	набирай
40	М2	Давай!	
41	М1	Алё!	
41	М2	Я, короче, получается, после (Первоуральска) второй карман с фарами на («БээМВэ») стою. 	получается, стою
